name,proc_name
longdist.booties4pkallastorlekarxs-xl,Longering
longering,Longering
loppfrön1kg,Loppfrön
lotagenvetlösn100ml,Lotagen
"loxicom1,5mg/ml10ml",Loxicom
loxicom20mg/ml100mlinjekt,Loxicom
loxicom5mg/ml20mlinjektinjekt,Loxicom
loxicominjektion,Loxicom
"loxicomoralsusp0,5mg/ml",Loxicom
"loxicomoralsusp1,5mg/ml",Loxicom
"luftv.pakethdpcr(bordetella,cav-2,crcov,chv,piv-2)",Luftvägspaket
"luftvägar/hostahäst,enklareutredning",Luftvägspaket
luftvägspakethästinklkvarkapcr,Luftvägspaket
luftvägspakethund/kattsva,Luftvägspaket
luftvägspaketkatt,Luftvägspaket
"luftvägspaketsvapcr(eav,ehv-1,ehv-4,erbv,influ)",Luftvägspaket
"luftvägsparasiter,hund/katt,träck,sva",Luftvägsparasiter
"luftvägsparasiter,hundpaket",Luftvägsparasiter
"luftvägsparasiterhund,sva",Luftvägsparasiter
lugnandeochavlvätskahund,Lugnande
lunch7*100grvåtfoder,Lunch
"lungmask,träckprovsva",Lungmask
lym,Lymfocyter
lymfocyter,Lymfocyter
lymfocyter%,Lymfocyter
lyte4,Lyte
lyte4-catalyst,Lyte
"lyte4elektrolyterna,k,cl",Lyte
"mag-tarmparasiter,hund,träck(inklgiardia+crypto)",Mag-Tarmparasiter
"mag-tarmparasiter,hundpaket",Mag-Tarmparasiter
"mag-tarmparasiter,katt(inklgiar,cry,tri)",Mag-Tarmparasiter
"mag-tarmparasiter(sedimentation),träck",Mag-Tarmparasiter
mag-tarmparasiterhundpaket,Mag-Tarmparasiter
mag-tarmparasiterkattpaket,Mag-Tarmparasiter
"mag-tarmparasiterpaket,katt",Mag-Tarmparasiter
mag-tarmparasiterpakethundträck,Mag-Tarmparasiter
magatonibehkanin(exkluns),Magatonibeh
majs-strökattsand10kg,Majs-Strö
malaceticaural,Malacetic
malaceticaural118ml,Malacetic
malaceticaural118ml./specific,Malacetic
malaceticschampo230ml,Malacetic
malaceticschampo473ml,Malacetic
malaceticspray230ml,Malacetic
mannitolfreseniuskabi150mg/ml20x500mlinfusi,Mannitol
manukagel15g,Manuka
"manukakompress10x12,5cm",Manuka
marcain®5mg/ml,Marcain
"marcain2,5mg/ml",Marcain
"mastektomi,helsida",Mastektomi
mastektomihalvrad<10inklnarkos,Mastektomi
mastektomihd1/2,Mastektomi
mastektomihd1sida>10kg,Mastektomi
mastektomikatttotal,Mastektomi
material,Material
material10,Material
material11(op1),Material
material12,Material
material12(op2),Material
material13,Material
material14,Material
material15(op2),Material
material16(op3),Material
material2,Material
material3,Material
material4,Material
material5,Material
material6,Material
material7,Material
material8,Material
material9,Material
materialbandagering1,Material
materialblodprov,Material
materialblodprov2,Material
materialcytologi,Material
materialfortsattundersögning1,Material
materialhud2,Material
materialindledandeundersögning,Material
materialklokapsel,Material
materialmastit,Material
materialnarkosinfussionover15min,Material
materialoperation1,Material
materialoperation2,Material
materialoperation9,Material
materialpoliklinik1,Material
materialpoliklinik2,Material
materialprovtagningexterntprov,Material
materialröntgen,Material
materialsedering,Material
materialultraljudenstakaorgan,Material
materialurinprov,Material
materialurinvägar,Material
materialvaccination,Material
"matning,givaperos",Matning
mätningavblodtryck,Mätning
mch,Mch
mchc,Mch
mcv,Mcv
"medetomidinper0,1ml",Medetomidin
medicalbenskyddxs-lld,Medical
medicalshirtbodysuitel-xxlld,Medical
medicalshirtbodysuitexxxs-mld,Medical
medicalshirtxxxs-mld,Medical
medicin,Medicin
medicin-metacam/onsior,Medicin
medicineringtablett/droppar/salva/klyx,Medicin
medicinerospec,Medicin
medicingiva,Medicin
"medicinmedhem,materialkostnad,exklmedel",Medicin
medicinövriga,Medicin
medicinövrigt,Medicin
medicinutlämnadsmådjur,Medicin
medipawbandageöverdragblå,Medipaw
medipawbandageöverdragorange,Medipaw
megaderm<10kg,Megaderm
megaderm>10kgld,Megaderm
melolinkompressabs10x10cm1st,Melolin
melolinkompressabs5x5cm1st,Melolin
meloxidolor5mg/ml,Meloxidolor
menadionmedic10mg50sttablet,Menadion
mepidor,Mepidor
metabolic+mobilityhund12kg,Metabolic
metabolicdog370g,Metabolic
metacam,Metacam
metacam®20mg/ml50mlinjektinjek,Metacam
"metacam®förhund1,5mg/ml",Metacam
metacam®förhund1.5mg/ml10mloralsflaska,Metacam
metacam®förhundochkat5mg/ml20ml,Metacam
metacam®förhundochkat5mg/ml20mlinjektinjekt,Metacam
metacam®förhundochkatt,Metacam
metacam®förhundochkatt5mg/ml20ml,Metacam
metacam®förhundochkatt5mg/ml20mlinjekt,Metacam
metacam®förhundtuggta1mg,Metacam
metacam®förkatt0.5mg/ml3mloralsflaska,Metacam
metacam®förkatt2mg/ml10mlinjektinjekt,Metacam
metacam®förkattinj2mg/ml,Metacam
metacam®förnötkreatur.20mg/ml50mlinjektinjek,Metacam
metacam®förnötkreatur20mg/ml50mlinjektinjek,Metacam
metacam40mg/ml,Metacam
metacamförhundochkatt.inj,Metacam
"metacamförhundochkatt0,5mg/mlinj",Metacam
"metacamförkatt0,5mg/ml",Metacam
metacamförkattochmarsvin3ml,Metacam
metacaminj.2mg/ml,Metacam
metacaminj.5mg/ml,Metacam
"metacaminj.5mg/mlper0,1ml",Metacam
metacaminj.5mg/mlper0.1ml,Metacam
metacaminj20mg/ml,Metacam
metacaminj5mg/ml,Metacam
metacaminjvätskaperml,Metacam
metacamorallösninghäst15mg/ml100ml,Metacam
metacamoralsu0.5mg/ml,Metacam
metacamoralsuspension15mg/ml250ml,Metacam
metacamorsu15mg/ml,Metacam
metadon10mg/ml,Metadon
metrocare250mg,Metrocare
metronidazolebraun5mg/ml10x200mlinfusiflaska,Metronidazole
microlax,Microlax
microlax®12x5mlrektaltub,Microlax
microlax®4x5mlrektaltub,Microlax
microlax5ml,Microlax
microlaxgiva,Microlaxgiva
microlaxgiva(exklvistelse),Microlaxgiva
microlaxgivainklvistelseefteråt,Microlaxgiva
"micropaque,bariumsulfat",Mikroskopi
microskopisklanalysinklinfär,Mikroskopi
midazolam,Midazolam
midazolam5mg/ml,Midazolam
"mikrobiologen,bakt+res",Mikroskopi
"mikrobiologen,bakt+res,svamp+res",Mikroskopi
mikrobiologenbakt+resistens,Mikroskopi
mikroskopering,Mikroskopi
mikroskopering(internanalys),Mikroskopi
"mikroskopi,infärg1-2prov",Mikroskopi
"mikroskopi,infärg3-6prov",Mikroskopi
mikroskopiavläsning,Mikroskopi
mikroskopieringenkel,Mikroskopi
mikroskopieringmedel,Mikroskopi
mikroskopihud,Mikroskopi
mikroskopiöron,Mikroskopi
milbemaxvet.förhundartabl,Milbemax
milbemaxvet.förkattertabl,Milbemax
milbemaxvettugg12.5mg/125mg,Milbemax
milbemaxvettuggta2.5mg/25mg,Milbemax
mineralprofiliihäst,Mineralprofil
minifom,Minifom
minneskylt,Minneskylt
mirataz,Mirataz
"mirataz(mirtazapin)örakatt,perdos",Mirataz
miratazgiva,Miratazgiva
mirtazapin,Mirtazapin
mirtazapin15mg100stfilmdrburk,Mirtazapin
mirtazapin15mg30stfilmdrageradtablett,Mirtazapin
mirtazapinpogiva,Mirtazapin
mirtazapintabl15mg,Mirtazapin
mitarzapin15mg,Mitarzapin
mixobar,Mixobar
mixobar®colon1g/ml6x1000ml,Mixobar
mjältextirpation,Mjältextirpation
mjältextirpationoperation,Mjältextirpation
mjölkrör,Mjölkrör
mjölktänder1-2pkt,Mjölktänder
mjölktänder3elflerpkt,Mjölktänder
mjölktänderperist.1a(tot.pris),Mjölktänder
mjölktänderperist.2->/st,Mjölktänder
mjölktänderperist.nr1total.,Mjölktänder
mjölktänderperist.utöver1st.,Mjölktänder
mjukdelskirurgi,Mjukdelskirurgi
mkåterbesökhund,Mk
mkfluoresceinfärgninginklstrip,Mk
mkoftamolskopi,Mk
mkschirmertest,Mk
mkspaltlampa,Mk
mkspecialistarvodeögon,Mk
mktårkanalspolning1,Mk
mktidsdebiteringösvet10min,Mk
mktonometri,Mk
mkutredningsarvodeögon,Mk
mlk-infusion,Mlk
mlkdropp500ml,Mlk
mono,Mono
monocryl3-0fs-170cm,Monocryl
monocryl3/0,Monocryl
monocryl4-0,Monocryl
monocryl4-0fs-270cm,Monocryl
monocryl4-0obs!angeantalsomanvänts!,Monocryl
monocryl4/0,Monocryl
monocryl5-0,Monocryl
monocryl5-0p345cmlila,Monocryl
monocryl5/0,Monocryl
monocyter,Monocyter
monocyter%,Monocyter
monofast4/0,Monofast
monofast5/0,Monofast
monsterhundsterilized2kg,Monster
monsterrawbeefrollm,Monster
moosebonemedium,Moose
moosechips1st,Moose
mooseextrasmallben,Moose
mössmedskrammel+fjädrar,Möss
mother&babycat195g,Mother-Babycat
mottagningoperation,Mottagning
mottagningoperationi,Mottagning
mottagningoperationii,Mottagning
"mottagningpol,återbesök-veterinärbokatupptill10""pol",Mottagning
"mottagningpol,återbesök-veterinärbokatupptill20""pol",Mottagning
"mottagningpol,återbesök-veterinärbokatupptill30""pol",Mottagning
"mottagningpol,veterinärkonsultation-jokkmokkarvidsjaurkirunapol",Mottagning
"mottagningpol,veterinärkonsultationbokatupptill20""pol",Mottagning
"mottagningpol,veterinärkonsultationbokatupptill30""pol",Mottagning
"mottagningpol,veterinärkonsultationbokatupptill40""pol",Mottagning
mottagningsavgiftåterbesök,Avgift
mottagningsavgiftsköterska,Avgift
"mottagningsavgiftveterinär,20min",Avgift
"mottagningsavgiftveterinär,30min",Avgift
"mottagningsavgiftveterinär,40min",Avgift
mpshundskostr:l,Mps
mpshundskostr:m,Mps
mpshundskostr:s,Mps
mpv,Mpv
multifunctionrenal+hypo2kg,Multifunction
mun&svalginspektion,Munhåleundersökning
munhåle/svalginspektioninarkos,Munhåleundersökning
munhåleinspektion,Munhåleundersökning
munhåleundersökning,Munhåleundersökning
munhåleundersökning/häst(isambmannanåtg.),Munhåleundersökning
"munhåleundersökningenkel,häst",Munhåleundersökning
munsanering/15min+,Munsanering
munsanering1hund,Munsanering
munsanering2hund,Munsanering
munsanering2hundpaket,Munsanering
munsaneringhundgrundpris,Munsanering
munsaneringinhalationsanestesi,Munsanering
munsaneringisambandmedannatingrepp,Munsanering
munsaneringkatt,Munsanering
munsaneringkattinklhelstatusröntgen,Munsanering
munsprutahufmeister400ml,Munspruta
muscularscreening,Muscular
mybacbakt+res,Mybac
mybachbakt.prov+res.,Mybach
mybacövriganalys,Mybac
mybacuricultresistens,Mybac
"mykologiskodling(ringorm,dermatofyter)",Mykologisk
na,Na
na-k-cl,Na/K
na/k,Na/K
na/kkvot,Na/K
nacl9mg/ml100ml,Nacl
nacl9mg/ml100mldropp,Nacl
nacl9mg/ml500mldropp,Nacl
nacl9mg/mlinfusion,Nacl
"naloxon0,4mg/ml",Naloxon
naloxonb.braun0.4mg/ml10x1mlinjektampull,Naloxon
narkos-start,Narkos
"narkos,dissociativ,medicintillkommer",Narkos
"narkos,i.v/15min.",Narkos
"narkos,iv+ihöver20kg/30min",Narkos
"narkos,iv+ihunder20kg/30min",Narkos
narkos/anestesi,Narkos
"narkos<0,5h",Narkos
narkos<10kg-30min,Narkos
"narkos<10kg1-1,5tim",Narkos
"narkos<10kg2-2,5tim",Narkos
narkos<10kg30-60min,Narkos
narkos<30min,Narkos
narkos<30mintandextraktion,Narkos
narkos0-30min,Narkos
"narkos0,5-1h",Narkos
"narkos1-1,5h",Narkos
"narkos1,5-2h",Narkos
"narkos10-20kg1-1,5tim",Narkos
"narkos10-20kg1,5-2tim",Narkos
narkos10-20kg30-60min,Narkos
narkos120min,Narkos
narkos20-30kg<30min,Narkos
"narkos20-30kg1,5-2tim",Narkos
narkos20-30kg30-60min,Narkos
"narkos30-40kg1-1,5tim",Narkos
"narkos30-40kg1,5-2tim",Narkos
narkos30-40kg30-60min,Narkos
narkos30-60min,Narkos
narkos30-60mintandextraktion,Narkos
narkos30min,Narkos
narkos60min,Narkos
narkos90min,Narkos
narkosalfaxan/propofolrus,Narkos
narkosdex/ket/but/antikatt,Narkos
narkosdissociativ(dbk),Narkos
narkosdissociativejtimavgift,Narkos
narkosdissociativtimavgift,Narkos
"narkoshund,tilläggefter60min(perkvart)",Narkos
"narkoshund(grund,60min)",Narkos
narkosi.v/15minmedicintillkommer,Narkos
narkosinfussionover15min,Narkos
narkosinhalation<1timhund,Narkos
narkosinhalation<1timkatt,Narkos
narkosinhalation>2timhund,Narkos
narkosinhalation1-2timhund,Narkos
narkosinhalation1-2timkatt,Narkos
narkosinhalation1-2timtandhund,Narkos
narkosinjketamin,Narkos
narkosintravenös1,Narkos
narkosintravenösejtimavgift,Narkos
narkosintravenöstimavgift,Narkos
narkosisofl/ytterligare30min,Narkos
narkositereradhund,Narkos
narkositereradkatt,Narkos
narkosiv/30minexkl.medel,Narkos
narkoskatt0-30min,Narkos
narkoskatt30-60min,Narkos
narkoskatt60min,Narkos
narkoskattdissociativ,Narkos
narkoskattenkel,Narkos
narkoskattketalar(grund),Narkos
narkoskattketalaritterering,Narkos
"narkosketalar:hundmed.,kanin",Narkos
"narkosketalar:kt,lhd,rt,msv.",Narkos
narkosketalarhundstor,Narkos
narkoskostnadohevidannanåtgärd.,Narkos
narkoslitenhanhund,Narkos
narkosochtandåtgärd,Narkos
"narkosochtandåtgärd,15min",Narkos
narkosprem/ind/30minisofl,Narkos
narkosprem/prophd10-30inklkanyl,Narkos
narkosprem/prophd30-50inklkanyl,Narkos
narkosprem/propinklkanyl,Narkos
narkospropofol,Narkos
narkospropofol1,Narkos
narkospropofol2,Narkos
narkospropofol3,Narkos
"narkossenior,tillägg",Narkos
narkossmådjur,Narkos
narkossmådjurper30min,Narkos
narkosstortik,Narkos
narkostikohe,Narkos
narkosutrustninginhalation1,Narkos
narkosutrustninginhalation2,Narkos
narkosutrustninginhalation3,Narkos
narkosutrustningohetik,Narkos
"narkosvidåtbextraktioner,katt",Narkos
narkosvidextraktinkdentalrtg,Narkos
"narkosvidextraktinkdentalrtg,15-50",Narkos
"narkosvidextraktinkdentalrtg,katt",Narkos
"narkosvidforl,grundavgift",Narkos
narkosvidforlper30minuter,Narkos
narkosvidmåttligtandstenhund,Narkos
narkosvidmåttligtandstenkatt,Narkos
narkosvidomfattandetandstenhund,Narkos
näshålaspolningexmedicin,Näshåla
näshålespolninginklnarkos,Näshåla
natrium,Natrium
natriumklorid,Natriumklorid
natriumklorid100ml,Natriumklorid
natriumklorid100mlflaska,Natriumklorid
natriumklorid500ml,Natriumklorid
natriumklorid9mg/ml,Natriumklorid
natriumkloridb.braun9mg/ml20x100mlfla,Natriumklorid
natriumkloridb.braun9mg/ml20x250mlinfusipås,Natriumklorid
natriumkloridbaxterviaf9mg/ml10x1000mlinfusi,Natriumklorid
natriumkloridbaxterviaf9mg/ml20x500mlinfusi,Natriumklorid
natriumkloridbaxterviaflo,Natriumklorid
natriumkloridbraun9mg/ml20x100ml,Natriumklorid
natriumkloridbraun9mg/ml20x10mlampull,Natriumklorid
natriumkloridfreseniusk9mg/ml10x1000mlinfusi,Natriumklorid
natriumkloridfreseniusk9mg/ml20x500mlinfusion,Natriumklorid
natriumkloridfreseniusk9mg/ml30x250mlinfusi,Natriumklorid
natriumkloridfreseniuskabi,Natriumklorid
"natriumkloridfreseniuskabi,inf-vätska,lösn.9mg/ml",Natriumklorid
natriumkloridfreseniuskabi9mg/ml10x100ml,Natriumklorid
natriumkloridspolecota9mg250ml,Natriumklorid
natriumklorinf9mg/ml,Natriumklorid
navelbråck,Navelbråck
ndsvitaminerhundochkatt30gram,Vitaminer
neonatalvård,Neonatalvård
"neospora,hund",Neospora
neosporaserologi,Neospora
neu,Neu
"neuteredadultsmalldog3,5kg",Neutered
"neuteredsatietybalancecat1,5kg",Neutered
neutrofila,Neutrofila
neutrofila%,Neutrofila
nexiuminj40mg,Nexium
next+skandinaviskpanel,Next
nextfoderreaktionstest,Next
nextmunenordisk+inomhuspanel,Next
nextskandinavikpanel+foderreaktionstest,Next
nextskandinaviskprofil,Next
nhcst,Nhcst
njurprofil,Njurprofil
nk/kastrationhanhund<20kg,Kastration
nkkrypthundabdominal<20kg,Abdominal
nobidhppi,Nobi
nobikc,Nobi
nobirabies,Nobi
nobivac®dhppivet.,Nobivac
nobivac®dhppivet.4x25x1dos,Nobivac
nobivac®dhppivet.4x25x1dos(pulverinjekt,Nobivac
nobivac®dhppivet.inji+ii,Nobivac
nobivac®ducatvet.25x1dos(er),Nobivac
nobivac®pivet.25x1dos(er),Nobivac
nobivac®pivet.inji+ii,Nobivac
nobivac®rabiesvet.2ie10x1dos(er),Nobivac
nobivac®tricatnovumvet25x1dos(er),Nobivac
nobivacdhplivevet.inji+ii,Nobivac
nobivacdhppi,Nobivac
nobivacdhpvet,Nobivac
nobivacducat,Nobivac
nobivacducatvet,Nobivac
nobivackc,Nobivac
nobivackcvet,Nobivac
nobivacl4,Nobivac
nobivacpi,Nobivac
nobivacpivet,Nobivac
nobivacrabies,Nobivac
nobivacrabiesvet,Nobivac
nobivactricat,Nobivac
nobivactricatnovum,Nobivac
nobligan100mg/ml,Nobligan
"non-stopbootiesvartarunda,4pk",Non-Stop
non-stopröd\blå(4pack),Non-Stop
"nordiskpanel,heska",Nordisk
nordiskpanelhund/katt,Nordisk
normalkastr.hund<10kgpaket,Kastration
normalresa>10km,Resa
norocarpvet20mg100sttuggtabliste,Norocarp
norocarpvet50mg100sttuggtabliste,Norocarp
noromectinvet.inj10mg/ml,Noromectin
nosplastikexlnarkos,Nosplastik
nosplastikvidannanop,Nosplastik
nosvecksplastikochliknande,Nosvecksplastik
novalgintablett,Novalgintablett
novaquinförhäst,Novaquin
nrbc,Nrbc
nsaid-behandlingfastpristand,Nsaid
nsaid6,Nsaid
nsaid6+hematologi,Nsaid
nsaidpanel,Nsaid
nsaidprofil,Nsaid
nsepi,Nsepi
nutri-plusgel120g,Nutri-Plus
nutri-plusgelld,Nutri-Plus
nutrisalvätskeersättningspulver180g,Nutrisal
nybildning/chalazionögonlockliten,Nybildning
nybildningextirp.liten,Nybildning
nybildninghudenkel,Nybildning
nybildninghudmedel,Nybildning
nybildninghudsvår,Nybildning
nybildningijuverenkel,Nybildning
nybildningijuvermedel,Nybildning
nybildningijuversvår,Nybildning
nybildningkutan/subcutanenkel,Nybildning
nybildningkutan/subcutanmedel,Nybildning
nybildningkutan/subcutansvår,Nybildning
nybildningliten<1cm,Nybildning
nybildningöga,Nybildning
"nybildningstor,narkos10-30kg",Nybildning
oatmealschampo230ml,Schampo
obduktion<10kg,Obduktion
objectivegaitanalyse,Objective-Analyse
objectivegaitanalysedataanalyse,Objective-Analyse
odlingringorm,Odling
"ögon,fluorescein",Ögon
"ögon,tårkanalspolning",Ögon
"ögon,tetracain",Ögon
ögonbedövning,Ögon
ögonbehandling/tvätt,Ögon
ögonfärgninghornhinna,Ögon
"ögonfärgninghornhinna,häst",Ögon
ögonflourosceintest,Ögon
ögonfluoresintest,Ögon
ögonlockstumör,Ögon
"ögonlockstumör,op.diatermi",Ögon
ögonlockstumör/chalazionexcision,Ögon
"ögonoperation""kryssrista""",Ögon
ögonoperationi,Ögon
ögonserum,Ögon
ögonserumtillverkningexklprovtagning,Ögon
ögonskrapninghornhinna,Ögon
ögontårkanalspolning,Ögon
ögontårproduktionstest,Ögon
ögontryckmätning,Ögon
ögontrycksmätning,Ögon
ögonundersökninghästmedfärgning,Ögon
ögonundersökningmedfärgningavhornhinna,Ögon
ögonundersökningögonspecialistiii,Ögon
"ohehundpyometra1,delkostnad",Ohe
"ohehundvidpyo,enbartop",Ohe
ohekatt,Ohe
"ohekattvidpyo,enbartop",Ohe
ohetik</=25kgpaketpris,Ohe
ohetikarvode,Ohe
ohetikarvodeinkl.narkosvaå,Ohe
ohetikkomplicerandepatologi,Ohe
ohetiköver20kg,Ohe
ohetikunder20kg,Ohe
"omega3,180softgel",Omega
"omhändertagande-kropp(hund,katt)",Omhändertagande
omhändertagande/kremering-grundavgiftperdjur,Omhändertagande
omhändertagandeavdöttdjur,Omhändertagande
omhändertagandeavgnagareförseparatkremering,Omhändertagande
omhändertagandeavhundvidseparatkremering,Omhändertagande
omhändertagandeavinlämnatdjurseparatkremering,Omhändertagande
omhändertagandeavkattvidseparatkremering,Omhändertagande
omhändertagandeavkattvidvanligkremering,Omhändertagande
omhändertagandeavlidetdjur,Omhändertagande
omhändertagandedöttdjur,Omhändertagande
omhändertagninghund,Omhändertagande
omhochtransportdöttdjur,Omhändertagande
omnifixbandagematerial,Band
onlygood(proequ),Only
onsior,Onsior
onsior.tablett10mg,Onsior
onsior.tablett20mg,Onsior
onsior.tablett40mg,Onsior
onsior.tablett5mg,Onsior
onsior.tablett6mg,Onsior
onsior10mg28sttabletbliste,Onsior
onsior1ml,Onsior
onsior20mg/ml,Onsior
onsior20mg/ml20milliliter,Onsior
onsior20mg/ml20ml,Onsior
onsior20mg/ml20mlinjektinjekt,Onsior
onsior20mg28sttabletbliste,Onsior
onsior20mgtablett,Onsior
onsior40mg,Onsior
onsior6mg30sttabletbliste,Onsior
onsior6mgtablett,Onsior
onsiorinj20mg/ml,Onsior
onsiorinjektion,Onsior
onsiorperml,Onsior
onsiortabl40mg,Onsior
onsiorvet20mg/ml,Onsior
op.förbrukning,Operation
op.nklitenhanhund,Operation
op.nkstorhanhund,Operation
op.stortik,Operation
op1,Operation
op2,Operation
op2-3juverdel,Operation
op3,Operation
opbukbråckmindre,Operation
opcerclagemandibula/maxilla,Operation
opentropion,Operation
opepulider,Operation
operation,Operation
operation-avlägsnandeavtand5,Operation
operation-avlägsnandetand4,Operation
operation1,Operation
operation7,Operation
operationarvode,Operation
operationavögonlockstumörenkelbaradiatermi,Operation
operationavögonlockstumörmedel,Operation
operationavurinstenblåsa,Operation
operationcherryeye,Operation
operationdräneringenkel,Operation
operationdräneringmedel,Operation
operationepuliderdiatermi,Operation
operationextirpationsporre,Operation
operationfrämmandekroppövrig,Operation
operationgingivallambå,Operation
operationhud,Operation
operationhudtumör/juvertumör<5mmliten,Operation
operationjuvertumör1-2delar,Operation
operationjuvertumör2-3delar,Operation
operationjuvertumörendel,Operation
operationjuvertumörsolitär,Operation
operationkastrationbetäcktfunikel,Operation
operationkejsarsnitt,Operation
"operationkorsbandsruptur,fabellasutur",Operation
operationmjältextirpation,Operation
operationnavelbråck,Operation
operationnybildning1,Operation
operationnybildning2,Operation
operationnybildning3,Operation
operationnybildning4,Operation
operationnybildningögonlock2,Operation
operationögonlockmedel,Operation
operationohekattsendräktighet,Operation
operationper15min,Operation
operationprovlaparatomi,Operation
operationpyometra,Operation
operationpyometra/livmoderinflammation,Operation
operationsårskada0-30min,Operation
operationsarvode,Operation
operationspottkörtelcysta,Operation
operationssal-grundavgift,Operation
operationsuturmedel,Operation
operationsutursårlitet,Operation
operationtand6,Operation
operationtand7,Operation
operationtand8,Operation
operationtarmresektion,Operation
operationtillägg,Operation
"operationtumörmunhåla,inkllambåslemhinna",Operation
opextirpationsporrevuxenhund,Operation
opforltand,Operation
opgastro/enteretomihund,Operation
opgastrotomi/enteretomikatt,Operation
ophudknölutansutur,Operation
opinguinalbråckenkelsidigt,Operation
opintag,Opintag
opjuvertumör2-3delarhund,Operation
opjuvertumörendelhund,Operation
opjuvertumörendelkatt,Operation
opjuvertumöröver3delarhund,Operation
opjuvertumörsolitär,Operation
opjuvertumörsolitärhund,Operation
opkastrationavhanhundtestikeltumör,Operation
opkastrationhankatt,Operation
opkastreringhanhund,Operation
opkejsarsnitthund,Operation
opkejsarsnittkatt,Operation
opkirurgimunhåla,Operation
opklokapselextirpation,Operation
opkryptorkidabdominellhund,Operation
opleiomyomligering,Operation
opnavelbråckhund,Operation
opnavelbråckisambandmedohehund,Operation
opnybildningenkel,Operation
opnybildningmedel,Operation
opnybildningomfattande,Operation
opohetik,Operation
opöronspolningmåttligt/öra,Operation
oppyometra/livmoderinflammation/mucometrahund,Operation
oppyometrakatt,Operation
opragaderdubbelsidigt,Operation
opsecificeradmedicin,Opsecificerad
opsensuturhund/katt,Operation
optilläggohevidtumormam.,Operation
opurinsten,Operation
oralade+gisupport,Oralade
oralade500ml,Oralade
oraladecat330ml,Oralade
oraladegisupport500ml,Oralade
oraladehydrate400ml,Oralade
oraladerfkatt330ml,Oralade
öresavrundning,Öresavrundning
öresutjämning,Öresutjämning
orijenkattgodis,Orijen
öronbeh.blodöratappn.exmed.,Öronbehandling
öronbehandlingenkel,Öronbehandling
öronbehandlinghundannanåtg.,Öronbehandling
öronbehandlingkattannanåtg.,Öronbehandling
öronbehandlinglängre,Öronbehandling
öronbehandlingliten,Öronbehandling
öronbehandlingmedel,Öronbehandling
öroncytologi,Öroncytologi
öronenssköterskaexkl.sedering,Öronens
öroninflammationmedcytologi,Öroninflammation
öroninflammationundersökning,Öroninflammation
öronotoskopering,Öronbehandling
öronreng.inkmat.omfattande,Öronrengöring
öronrenggrundligundersedering,Öronrengöring
öronrengör.inkl.mat.2öron,Öronrengöring
öronrengöring,Öronrengöring
öronrengöring1inklotoskopi,Öronrengöring
öronrengöringenkel/förevisning,Öronrengöring
öronrengöringenkelvidpol,Öronrengöring
öronrengöringenklare,Öronrengöring
"öronrengöringettöra,omfattande",Öronrengöring
öronrengöringgrundlig,Öronrengöring
öronrengöringink.material;2öron,Öronrengöring
öronrengöringmer/besvärlig,Öronrengöring
"öronrengöringtvåöron,enkel",Öronrengöring
öronspolning,Öronspolning
öronspolning1paketpris,Öronspolning
öronspolningenklareexnarkos,Öronspolning
öronspolningexklnarkos,Öronspolning
öronspolningnsvårexkl.narko,Öronspolning
öronspolningomfattande,Öronspolning
öronspolningperöraenkel,Öronspolning
öronspolningperöramedel,Öronspolning
öronundersökning,Öronundersökning
"öronundersökning,inklprovtagningochmikroskopering",Öronundersökning
ortopedi,Ortopedi
osmcalc,Osm-Calc
ospecificeratprodukt/behandling,Ospecificerat
osphos51mg/ml15mlflaska,Osphos
osurnia,Osurnia
"osurnia,2beh2öroninklvet.unsx2",Osurnia
osurnia1sttub,Osurnia
osurniaörondroppar,Osurnia
osurniaperdos,Osurnia
othematom/blodöratömning,Othematom
othematomop1,Othematom
oticurant,Oticurant
oticurantöronpuderdospåsar,Oticurant
oto-clean(styckpris),Otoclean
otoact,Otoact
otoact100ml,Otoact
otoact100mlld,Otoact
otoclean,Otoclean
otoclean5ml/st,Otoclean
otocleanöronrens18x5ml,Otoclean
otodine,Otodine
otodine100ml,Otodine
otodineöronrens100ml,Otodine
otodineöronrens100mlld,Otodine
otoskopering,Otoskopering
otoskoperingundersökning,Otoskopering
otozymeearcreme15g,Otozyme
övervakning-grundavgiftuppstart,Övervakning
övervakningnarkos/15min,Övervakning
övrigaexternalabanalyser,Övrigåtgärd
övrigåtgärd,Övrigåtgärd
övrigavaror,Övrigåtgärd
övrigcytologi,Övrigåtgärd
övrigförsäljn,Övrigåtgärd
övrigförsäljning,Övrigåtgärd
övrighandelsvara,Övrigåtgärd
övrigoperation,Övrigåtgärd
övrigt,Övrigåtgärd
övrigutrustning,Övrigåtgärd
oxalic,Oxalic
oxbowcriticalcare36g,Oxbow
oxbowdigestivesupport,Oxbow
oxbowhöbotanical425gr,Oxbow
oxbowstrawberry15g,Oxbow
oxibuprokain,Oxibuprokain
"oxibuprokain0,4%0,5ml",Oxibuprokain
oxibuprokainbausch&lom0.4%(4mg/ml)20x0.5ml,Oxibuprokain
oxibuprokainchauvin0.4%(4mg/ml)20x0.5mlögon,Oxibuprokain
pad,Pad
pad1-3biopsier,Pad
pad1-3organ,Pad
"pad1-3prov,biovet",Pad
pad1-5tumör/biopsiidexx,Pad
pad1organ,Pad
padburk,Pad
padhistopatologi1-3biopsier,Pad
padhistopatologihelorganexjuverdel/testikel,Pad
padhistopatologijuvertumör>1delsva,Pad
